",""smiles"""
"2047,""CCNc1nc(NC(C)(C)C)nc(OC)n1"""
"2048,""[Na+].[Na+].[Cu++].[O-]C(=O)c1cc(ccc1[O-])N=Nc2ccc(cc2)c3ccc(N\N=C/4C(=O)C=CC(=N/Nc5cc(ccc5[O-])[S]([O-])(=O)=O)\C4=O)cc3"""
"2049,""CCCCCCCC(=O)Oc1c(Br)cc(cc1Br)C#N"""
"2050,""CN1CCNCC1"""
"2051,""CCC(CO)(CO)CO"""
"2052,""CC(=C)CCl"""
"2053,""O.O.O.O.O.O.[Cl-].[Cl-].[Sr++]"""
"2054,""[H+].[Cl-].Clc1ccncc1"""
"2055,""[Na+].[O-][N+](=O)c1cccc(c1)[S]([O-])(=O)=O"""
"2056,""CC(C)N.CC(C)C1(C)N=C(NC1=O)c2ncccc2C(O)=O"""
"2057,""ClC(Cl)(Cl)C(NC=O)N1CCN(CC1)C(NC=O)C(Cl)(Cl)Cl"""
"2058,""CC/C(c1ccccc1)=C(c2ccc(O)cc2)/c3ccc(OCCN(C)C)cc3"""
"2059,""[Na].Nc1cc(c(O)c2C(=O)c3c(N)cc(c(O)c3C(=O)c12)[S](O)(=O)=O)[S](O)(=O)=O"""
"2060,""OCCNCO"""
"2061,""CC[S](=O)(=O)c1sc(nn1)N(C)C(=O)NC"""
"2062,""CCCCCCC"""
"2063,""O=Cc1ccccc1C=O"""
"2064,""CI"""
"2065,""[O-][N+](=O)c1ccc(NN=C2C=C(Br)C(=O)C(=C2)Br)cc1"""
"2066,""O=[Mo](=O)=O"""
"2067,""CCCCNCCCC"""
"2068,""[O-][N+](=O)c1cccc(Cl)c1Cl"""
"2069,""[Na+].[Na+].OC(=O)CN(CC([O-])=O)CC([O-])=O"""
"2070,""N#CCCCCCCC#N"""
2071,NA
"2072,""[Na+].[Na+].[Na+].[Na+].Cc1cc(ccc1N\N=C\2C=Cc3c(cc(c(N)c3C2=O)[S]([O-])(=O)=O)[S]([O-])(=O)=O)c4ccc(N\N=C\5C=Cc6c(cc(c(N)c6C5=O)[S]([O-])(=O)=O)[S]([O-])(=O)=O)c(C)c4"""
"2073,""BrCCCBr"""
"2074,""N#CSCSc1sc2ccccc2n1"""
"2075,""O=C1NC(=O)c2ccccc12"""
"2076,""OC(=O)CN(CC(O)=O)CC(O)=O"""
"2077,""C[Pb](C)(C)C"""
"2078,""COc1cc(Cl)c(Cl)cc1O"""
"2079,""Clc1ccccc1c2nnc(nn2)c3ccccc3Cl"""
2080,NA
"2081,""CC(C)=CCC\C(C)=C\CC\C(C)=C\CO"""
"2082,""CCO[P](=O)(SC(C)CC)N1CCSC1=O"""
"2083,""Clc1ccc(Cl)c(Cl)c1Cl"""
"2084,""COC(=O)c1cc(Cl)ccc1Cl"""
2085,NA
"2086,""CCOCCOC(=O)C(C)=C"""
"2087,""CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(O)=O"""
"2088,""Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl"""
"2089,""Nc1cc(Cl)ccc1Cl"""
2090,NA
"2091,""CCCCOCCCOC(=O)COc1ccc(Cl)cc1Cl"""
2092,NA
"2093,""CCOC(=O)C(Cl)Cc1cc(N2N=C(C)N(C(F)F)C2=O)c(F)cc1Cl"""
"2094,""O=C1NSc2ccccc12"""
2095,NA
2096,NA
"2097,""CNC(=O)OCc1cccc(Cl)c1Cl"""
"2098,""Oc1ccc(Cl)c(Cl)c1Cl"""
"2099,""CC(C)(C)SSC(C)(C)C"""
2100,NA
"2101,""ClCCCCCCl"""
"2102,""CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC"""
"2103,""[Na+].[Na+].Nc1c(N=Nc2ccc(cc2)[N+]([O-])=O)c(cc3C=C(\C(=N/Nc4ccccc4)C(=O)c13)[S]([O-])(=O)=O)[S]([O-])(=O)=O"""
"2104,""Oc1cc(Cl)cc(Cl)c1"""
"2105,""COCCCNc1nc(NCCCOC)nc(SC)n1"""
"2106,""[O-][N+](=O)c1ccc(Cl)cc1"""
2107,NA
"2108,""CCOc1ccc(cc1)C(c2ccc(OCC)cc2)C(Cl)(Cl)Cl"""
"2109,""CC(C)c1ccc(C)cc1"""
"2110,""OC=O"""
"2111,""CNC1=C(Cl)C(=O)N(N=C1)c2cccc(c2)C(F)(F)F"""
2112,NA
"2113,""ClC1=CNC(=O)NC1=O"""
"2114,""[Na+].CCCCC([O-])=O"""
"2115,""Nc1ccc(N)cc1"""
"2116,""CC1(C)CC(=O)CC(=O)C1"""
"2117,""Oc1c(cccc1[N+]([O-])=O)[N+]([O-])=O"""
"2118,""CO[P]1(=S)OCc2ccccc2O1"""
"2119,""CC(Cl)=O"""
"2120,""CCO[P](=O)(OCC)OCC"""
2121,NA
"2122,""[Na+].O=[Al-]=O"""
"2123,""CC(=O)Nc1ccccc1O"""
"2124,""ClCC1(CCl)C2CC(Cl)(Cl)C1(CCl)C(Cl)C2Cl"""
2125,NA
"2126,""[O-][N+](=O)c1ccccc1Cl"""
"2127,""[Hg++].[O-][S]([O-])(=O)=O"""
"2128,""[Cr+3].CC([O-])=O.CC([O-])=O.CC([O-])=O"""
2129,NA
"2130,""C[C@@H](Oc1ccc(Cl)cc1C)C(O)=O"""
2131,NA
"2132,""Oc1ccc(Cl)cc1Cc2cc(Cl)ccc2O"""
"2133,""CC(C)=C1CCC(=CC1)C"""
"2134,""ClC(Br)Br"""
"2135,""ClNc1nc(NCl)nc(NCl)n1"""
"2136,""[Cl-].CC[N+](CC)(CC)Cc1ccccc1"""
"2137,""COC(C)(C)C"""
"2138,""[NH4+].Nc1[nH]ncn1.[S-]C#N"""
2139,NA
"2140,""N.CCCCCCCCC1OC1CCCCCCCC(O)=O"""
"2141,""[O-][N+](=O)c1cc(c(C=O)c(c1)[N+]([O-])=O)[N+]([O-])=O"""
2142,NA
"2143,""CCc1ccc(C)nc1"""
"2144,""C1Cc2ccccc2C1"""
"2145,""CCN(CC)C(=S)SSC(=S)N(CC)CC"""
"2146,""CCC1(C(=O)NC(=O)NC1=O)c2ccccc2"""
"2147,""ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl"""
"2148,""[O-][N+](=O)\C=C1/NCCCS1"""
"2149,""Cc1ncc(n1CCO)[N+]([O-])=O"""
"2150,""CC(C)(NC(=O)c1cc(Cl)cc(Cl)c1)C#C"""
"2151,""[Cl-].[Cl-].[Cl-].[Tl+3]"""
"2152,""CCCCC(O)=O"""
"2153,""OC(Cn1cncn1)(c2ccc(F)cc2)c3ccccc3F"""
"2154,""ClCCOC=C"""
"2155,""CCNc1ccccc1"""
"2156,""[O-][N+](=O)c1cc(Nc2cc(ccc2Cl)C(F)(F)F)c(c(c1)[N+]([O-])=O)C(F)(F)F"""
"2157,""CC(=O)Oc1c(cc(cc1C(C)(C)C)[N+]([O-])=O)[N+]([O-])=O"""
2158,NA
"2159,""Clc1ccc(Cl)c(c1)c2cc(Cl)ccc2Cl"""
"2160,""OC(=O)C(=NNc1cccc(c1)[N+]([O-])=O)C(O)=O"""
"2161,""Brc1ccc(Oc2cc(Br)c(Br)cc2Br)c(Br)c1"""
"2162,""CCCc1ccccc1"""
"2163,""[NH4+].[NH4+].[S--]"""
"2164,""Nc1cccc2ccccc12"""
"2165,""CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n2cncn2"""
"2166,""ClCC(=C)CCl"""
2167,NA
"2168,""CCCCC(CC)COC(=O)C(C)O"""
"2169,""CCCCCC(O)=O"""
"2170,""CN(C)c1c(C)cc(O)cc1C"""
"2171,""COC(=O)Nc1ccc(Cl)c(Cl)c1"""
"2172,""COC(=O)c1sccc1[S](=O)(=O)NC(=O)Nc2nc(C)nc(OC)n2"""
"2173,""CC(C)CCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCC(C)C"""
"2174,""CC(C)c1ccccc1"""
2175,NA
"2176,""C/C=C/C=C\C"""
"2177,""O=C(\C=C\c1ccccc1)c2ccccc2"""
"2178,""ClC1(Cl)C2(Cl)C3(Cl)C4(Cl)C(Cl)(Cl)C5(Cl)C3(Cl)C1(Cl)C5(Cl)C24Cl"""
2179,NA
"2180,""CN1C(=O)N(C(=O)C=C1C(F)(F)F)c2ccc(Cl)c(c2)C(=O)OC(C)(C)C(=O)OCC=C"""
"2181,""CCCCOC(=O)C(C)O"""
"2182,""CCCCOC(=O)[C@@H](C)Oc1ccc(Oc2ccc(cc2F)C#N)cc1"""
"2183,""CCCN"""
"2184,""CCCCCCS"""
"2185,""[O-][N+](=O)c1c(Cl)cc(Cl)c(c1Cl)[N+]([O-])=O"""
"2186,""OCCOc1ccccc1"""
"2187,""CC(C)CCC(C)(O)C#C"""
"2188,""[Na+].O=C(C(c1ccccc1)c2ccccc2)C3C(=O)c4ccccc4C3=O"""
"2189,""CC1CCC(C)CC1"""
"2190,""OC(C#C)(c1ccccc1)c2ccccc2"""
"2191,""s1ccc2ccccc12"""
"2192,""[K+].COC(=O)N=[S]([O-])(=O)c1ccc(N)cc1"""
"2193,""c1ccc2cnccc2c1"""
"2194,""OCc1occc1"""
"2195,""CC(C)(C)c1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C"""
2196,NA
"2197,""CCOC(=O)C(C)(C)Oc1ccc(Cl)cc1"""
"2198,""NC(=O)c1ccccc1O"""
"2199,""CN(C)C(CSC(N)=O)CSC(N)=O"""
"2200,""CSC1=N[C@](C)(C(=O)N1Nc2ccccc2)c3ccccc3"""
"2201,""[Na+].CCC(C)(C)c1ccc([O-])cc1"""
"2202,""CC(C)N(CCO)C(C)C"""
"2203,""CCO[P](=S)(Oc1ccc(cc1)C#N)c2ccccc2"""
"2204,""CCCCCCCCOc1ccccc1NC(C)=O"""
"2205,""CC(C)C1(C)N=C(NC1=O)c2nc3ccccc3cc2C(O)=O"""
2206,NA
"2207,""Oc1cccc(c1)[N+]([O-])=O"""
"2208,""O[P](O)(=O)OCC(Cl)(Cl)Cl"""
"2209,""[Cl-].CCCOC(=O)NCCC[NH+](C)C"""
2210,NA
"2211,""CC(C)(C)[C@@H](O)C(Cc1ccc(Cl)cc1)n2cncn2.CC(C)(C)[C@H](O)C(Cc3ccc(Cl)cc3)n4cncn4"""
"2212,""Cc1cc(N)c(cc1[N+]([O-])=O)[N+]([O-])=O"""
"2213,""CNc1ccc(O)cc1.CNc2ccc(O)cc2.O[S](O)(=O)=O"""
"2214,""IC(I)I"""
"2215,""[Na+].[Na+].CC1=NN(C(=O)C1N=Nc2ccc(cc2)[S]([O-])(=O)=O)c3cc(Cl)c(cc3Cl)[S]([O-])(=O)=O"""
"2216,""Clc1cc(c(Cl)c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl"""
"2217,""CO[S]([O-])(=O)=O.C[N+](C)(C)c1ccccc1"""
"2218,""CCCCC(CC)C=O"""
"2219,""CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(OC(F)F)cc3"""
"2220,""Oc1cccnc1Br"""
"2221,""OC(=O)CC(O)=O"""
2222,NA
2223,NA
"2224,""COC(=O)C1=CC[C@@H](CC1)[C@H](C)CC(=O)C=C(C)C"""
"2225,""CCOc1cc(C=O)ccc1O"""
"2226,""C=C\C=C/C#N"""
2227,NA
"2228,""[Na+].Oc1c(N\N=C2/C(=O)C=C(c3cc(ccc23)[N+]([O-])=O)[S]([O-])(=O)=O)ccc4ccccc14"""
"2229,""CCN(CC)C(=O)c1cccc(C)c1"""
"2230,""[Na+].[Na+].[O-]c1c(Br)cc2c(Oc3c(Br)c([O-])c(Br)cc3C24OC(=O)c5c(Cl)c(Cl)c(Cl)c(Cl)c45)c1Br"""
"2231,""CN(C)[S](=O)(=O)n1c(nc(Cl)c1c2ccc(C)cc2)C#N"""
"2232,""Oc1c(O)c(Cl)c(Cl)c(Cl)c1Cl"""
"2233,""CC#CCO"""
"2234,""N.CC(C)C1(C)N=C(NC1=O)c2nc(C)ccc2C(O)=O"""
"2235,""S(Sc1ccccc1)c2ccccc2"""
2236,NA
2237,NA
"2238,""CC1=CC(=O)c2ccccc2C1=O"""
"2239,""[Zn++].CCCCCCCCCCCC.[O-][S]([O-])(=O)=O.[O-][S]([O-])(=O)=O"""
2240,NA
2241,NA
"2242,""O=CN(c1ccccc1)c2ccccc2"""
"2243,""[K+].[K+].N#C[Hg--](C#N)(C#N)C#N"""
"2244,""[Zn++].CCN(CC)C([S-])=S.CCN(CC)C([S-])=S"""
"2245,""[Cl-].CN(C)c1ccc(cc1)[C+](c2ccc(cc2)N(C)C)c3ccc(cc3)N(C)C"""
"2246,""CCCCCCBr"""
"2247,""CC(C)c1ccc2c(CC[C@H]3[C@@](C)(CCC[C@]23C)C(O)=O)c1Cl"""
"2248,""[Na+].CCC(C)OC([S-])=S"""
"2249,""CC(C)O[P](=S)(OC(C)C)SCCN[S](=O)(=O)c1ccccc1"""
"2250,""CC(Cl)CCl"""
"2251,""OCCCO"""
"2252,""[K+].[O-][S](=O)(=O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F"""
"2253,""Cc1c(O)ccc(Cl)c1C"""
"2254,""COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C"""
"2255,""CC(=O)c1ccncc1"""
"2256,""COCC(=O)N(N1CCOC1=O)c2c(C)cccc2C"""
"2257,""CN(c1c(Br)cc(Br)cc1Br)c2c(cc(cc2C(F)(F)F)[N+]([O-])=O)[N+]([O-])=O"""
"2258,""OC(=O)c1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O"""
2259,NA
"2260,""CCCCOCC(C)OCC(C)O"""
2261,NA
2262,NA
"2263,""Cc1cc(ccc1NC(=O)c2cccc(I)c2C(=O)NC(C)(C)C[S](C)(=O)=O)C(F)(C(F)(F)F)C(F)(F)F"""
"2264,""C[C@@H](Oc1ccc(Cl)cc1Cl)C(O)=O"""
"2265,""Clc1ccc(cc1)C(=C(Cl)Cl)c2ccc(Cl)cc2"""
2266,NA
"2267,""CCCCC1=C(C)NC(=NC1=O)N(C)C"""
"2268,""[Cl-].C[NH+](C)C=Nc1ccc(Cl)cc1C"""
"2269,""CC(C)(C)CCN"""
"2270,""CC(C)C(C)N"""
"2271,""CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCC[S]1=O"""
2272,NA
"2273,""O=C1C=CC(=O)C=C1"""
"2274,""O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3"""
"2275,""CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)[S](N)(=O)=O)[N+]([O-])=O"""
"2276,""O[C@H](CCC[C@H](O)[S]([O-])(=O)=O)[S]([O-])(=O)=O"""
2277,NA
"2278,""CC(C)[N+]([O-])=O"""
2279,NA
"2280,""CO[P](=S)(OC)Oc1ccc(c(C=O)c1)[N+]([O-])=O"""
"2281,""CN=C=S"""
"2282,""CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1"""
"2283,""[Cl-].CC(C)NC[C@H](O)COc1cccc2ccccc12.[H+]"""
"2284,""COCOC"""
"2285,""CC(O)CNCC(C)O"""
"2286,""Nc1cc(Cl)c(Cl)c(Cl)c1Cl"""
"2287,""O=C1CCCC1"""
2288,NA
"2289,""S=[Cd]"""
2290,NA
2291,NA
"2292,""C=CCNCC=C"""
"2293,""CCCCCCC(C)OC(=O)C(C)Oc1ccc(Cl)cc1Cl"""
"2294,""CCO[Si](OCC)(OCC)c1ccccc1"""
"2295,""COc1ccc(C(C)=O)c(O)c1"""
"2296,""CCCCC(O)C#C"""
"2297,""[Al+3].[K+].[O-][S]([O-])(=O)=O.[O-][S]([O-])(=O)=O"""
"2298,""[H+].[Cl-].Oc1ccc(NC(=O)CCN2CCOCC2)cc1"""
"2299,""[Co++].[Br-].[Br-]"""
"2300,""CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1"""
"2301,""c1ccc(cc1)\C=C\c2ccccc2"""
"2302,""CC(C)OC(=O)C(C)=C"""
"2303,""CCNC(=O)[C@H](C)OC(=O)Nc1ccccc1"""
2304,NA
"2305,""CCc1ccc(cc1)C(C(Cl)Cl)c2ccc(CC)cc2"""
"2306,""C1CC2CC1C=C2"""
"2307,""FC(F)(F)c1ccc(OCCCOc2c(Cl)cc(OCC=C(Cl)Cl)cc2Cl)nc1"""
"2308,""N(c1ccccc1)c2ccccc2"""
"2309,""Clc1ccc(Cl)c(c1)c2ccccc2Cl"""
"2310,""[Na+].[O-]C(=O)c1ccccc1C(=O)Nc2cccc3ccccc23"""
"2311,""[Ag+].[Ag+].O[S](O)(=O)=S"""
"2312,""[Zn++].CCCCOC([S-])=S.CCCCOC([S-])=S"""
"2313,""COC(=O)c1ccc(CN[S](C)(=O)=O)cc1[S](=O)(=O)NC(=O)Nc2nc(OC)cc(OC)n2"""
"2314,""CC(C)CCOC(C)=O"""
"2315,""[Na+].[Fe+3].[O-]C(=O)CN(CCN(CC([O-])=O)CC([O-])=O)CC([O-])=O"""
"2316,""FCCOC(=O)Cc1ccc(cc1)c2ccccc2"""
"2317,""O.O.O.O.O.O.O.O.O.O.O.O.[Na+].[Na+].O[P]([O-])([O-])=O"""
"2318,""CN(C)c1ccc(C)cc1"""
"2319,""CC(O)C(O)=O"""
"2320,""Cc1c(ccc(N)c1[N+]([O-])=O)[N+]([O-])=O"""
"2321,""CC1=CCC2CC1C2(C)C"""
"2322,""CC1CC(OC(C)O1)OC(C)=O"""
"2323,""C1C2C=CC1C=C2"""
"2324,""[OH-].[OH-].[Cu++].NCCN.NCCN"""
"2325,""CCC12COCN1COC2"""
"2326,""CC(C)c1cc(cc(c1O)[N+]([O-])=O)[N+]([O-])=O"""
"2327,""CC1(C)[C@H]2CCC(=C)[C@@H]1C2"""
"2328,""NCc1ccccc1"""
"2329,""Oc1c2ccccc2c(cc1[N+]([O-])=O)[N+]([O-])=O"""
2330,NA
"2331,""CCCCC(CC)CN1C(=O)C2C3CC(C=C3)C2C1=O"""
"2332,""[Cr+6]"""
"2333,""[Na+].CCCC(C)C1(CC)C(=O)NC(=S)[N-]C1=O"""
"2334,""CCCCCCCCCCCOCCO"""
"2335,""CCCCC(=O)CCCC"""
"2336,""CCN1C(=O)CC(=O)N(CC)C1=S"""
2337,NA
"2338,""CCCC(C)c1cccc(OC(=O)NC)c1"""
2339,NA
"2340,""Oc1ccc2C(=O)c3ccccc3C(=O)c2c1O"""
"2341,""OC(CN1NC=NC1=S)(Cc2ccccc2Cl)C3(Cl)CC3"""
"2342,""CC(C)(O)C#C"""
"2343,""I[Hg]c1ccccc1"""
2344,NA
"2345,""Cc1cc(C)c(c(C)c1)C2=C(OC(=O)CC(C)(C)C)C3(CCCC3)OC2=O"""
"2346,""OCCN(CCO)CCO"""
"2347,""Cc1ccc(N)c(c1)[N+]([O-])=O"""
"2348,""O=C1CCc2cccc3CCN1c23"""
"2349,""[H+].[Cl-].Cc1ccc2nc(N)sc2c1"""
"2350,""CCOc1nc(F)cc2nc(nn12)[S](=O)(=O)Nc3c(Cl)cccc3Cl"""
"2351,""CC(C)c1c(Cl)cc2c(CC[C@H]3[C@@](C)(CCC[C@]23C)C(O)=O)c1Cl"""
2352,NA
2353,NA
"2354,""NC(=S)NCC=C"""
"2355,""[Na].Oc1cc(Cl)c(Br)cc1Cl"""
"2356,""CCc1ccccc1N"""
2357,NA
"2358,""COC(=O)C1=CC[C@@H](CC1)[C@H](C)CC(=O)CC(C)C"""
"2359,""ClC1C2C3C4C1C5(Cl)C2(Cl)C(Cl)(Cl)C3(Cl)C45Cl"""
"2360,""Cc1c(Cl)cccc1[N+]([O-])=O"""
"2361,""[OH-].[K+].[K+]"""
"2362,""[K+].CCCCCOC([S-])=S"""
2363,NA
"2364,""OC(CCl)CCl"""
2365,NA
"2366,""FC(C(F)(F)F)C(F)(F)Oc1c(Cl)cc(NC(=O)NC(=O)c2c(F)cccc2F)c(F)c1Cl"""
2367,NA
"2368,""[Na+].[O-][Cl](=O)=O"""
"2369,""[H+].[Cl-].COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC"""
"2370,""CCCCC=C"""
"2371,""Oc1ccc(Cl)cc1CC=C"""
2372,NA
"2373,""ClCC#CCOC(=O)Nc1cccc(Cl)c1"""
"2374,""CN1Sc2ccccc2C1=O"""
"2375,""CCN(CC)c1ccc(C=O)c(O)c1"""
2376,NA
"2377,""Clc1nc(Cl)c(Cl)c(Cl)c1Cl"""
"2378,""Nc1ccc(N=Nc2ccccc2)c(N)c1"""
2379,NA
"2380,""CCCCOc1ccccc1"""
"2381,""CCC(C)CC(=O)CC"""
"2382,""Nc1ccc(cc1)[S](=O)(=O)Nc2ccc(Cl)nn2"""
"2383,""CCN(CC)C(C)=O"""
2384,NA
"2385,""CCO[P](=S)(OCC)SCN1N=Nc2ccccc2C1=O"""
"2386,""NC(N)=O.O[S](O)(=O)=O"""
"2387,""Cc1cc(C)c(O)c(C)c1"""
"2388,""[NH4+].[NH4+].[Fe++].[O-][S]([O-])(=O)=O.[O-][S]([O-])(=O)=O"""
"2389,""CC(C)O[P](=O)(OC(C)C)Oc1ccc(cc1)[N+]([O-])=O"""
"2390,""CC(=C)C(=O)OCc1ccccc1"""
"2391,""Nc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl"""
2392,NA
"2393,""CC(C)(Oc1ccc(Cl)cc1)C(O)=O"""
"2394,""COC(=O)C1(O)c2ccccc2c3ccc(Cl)cc13"""
"2395,""[Cl-].[Cs+]"""
2396,NA
"2397,""ClCC1(C(Cl)Cl)[C@H]2CC(Cl)(Cl)[C@]1(CCl)C(Cl)[C@@H]2Cl"""
"2398,""CCCCCCCCOC(=O)c1ccc(cc1)C(=O)OCCCCCCCC"""
"2399,""CCO[P](=S)(NC(C)CC)Oc1cc(C)ccc1[N+]([O-])=O"""
"2400,""CN1CCCC1=O"""
2401,NA
"2402,""[Na+].CCCC(C)C1(CC=C)C(=O)NC(=O)[N-]C1=O"""
"2403,""CCCCCCC1CCC(=O)O1"""
2404,NA
"2405,""c1ccc2cccc2cc1"""
"2406,""CCCCC(C)O"""
2407,NA
"2408,""O=[P+]1Oc2ccccc2c3ccccc13"""
"2409,""CC(=O)c1ccc(Cl)cc1Cl"""
"2410,""CC(=O)Nc1cccc(O)c1"""
"2411,""NCCCN"""
"2412,""[Na+].CCCCCCCCCCCCCCC[S]([O-])(=O)=O"""
"2413,""Fc1c(F)c(F)c(C=O)c(F)c1F"""
"2414,""COc1ccccc1"""
"2415,""CCOC(CN(C)CC(OCC)OCC)OCC"""
"2416,""C[C@H]1CCCC[C@H]1C"""
"2417,""[Tl]"""
"2418,""CCC(C)C=O"""
2419,NA
"2420,""CC(C)(C)OC(=O)C=C"""
2421,NA
"2422,""O.O.O.O.O.O.[Mg++].[O-][Cl](=O)=O.[O-][Cl](=O)=O"""
"2423,""C[C@H]1CC[C@@]2(C)[C@@H](CCC=C2C)[C@]1(C)Cc3cc(O)ccc3O"""
"2424,""CCC(C)(C)O"""
"2425,""CCCCCCCCCc1ccccc1OCCO.O[P](O)(O)=O"""
"2426,""OC(Cn1cncn1)(Cn2cncn2)c3ccc(F)cc3F"""
"2427,""Cl[S](=O)(=O)c1ccccc1"""
"2428,""[Na+].[O-]C(=O)CCl"""
"2429,""OC(=O)c1nc(Cl)ccc1Cl"""
"2430,""CO[S]([O-])(=O)=O.Cn1c(cc(c2ccccc2)[n+]1C)c3ccccc3"""
"2431,""CCc1cnc(C2=NC(C)(C(C)C)C(=O)N2)c(c1)C(O)=O"""
"2432,""CCOC(=O)C(F)(F)F"""
"2433,""CCc1nn(C)c(C(=O)NCc2ccc(Oc3ccc(C)cc3)cc2)c1Cl"""
"2434,""CC(=O)CC(c1ccc(Cl)cc1)C2=C(O)Oc3ccccc3C2=O"""
"2435,""[Na+].CCCC[S-]"""
2436,NA
"2437,""Cc1ccccc1N=Nc2c(N)ccc3ccccc23"""
"2438,""CCCCCCCCCCCC([O]|[Sn](CCCC)(CCCC)CCCC)=O"""
"2439,""C1CCCCCC1"""
2440,NA
"2441,""Oc1ccc2ccccc2c1N=O"""
"2442,""[Br-]"""
"2443,""CC(C)C1(C)N=C(NC1=O)c2ncc(C)cc2C(O)=O"""
2444,NA
"2445,""s1c2ccccc2c3ccccc13"""
"2446,""[O-][N+](=O)c1cc[n+]([O-])c2ccccc12"""
"2447,""FC(F)(Cl)C(F)(Cl)Cl"""
"2448,""[K+].CCCCCCCC\C=C/CCCCCCCC([O-])=O"""
2449,NA
"2450,""Brc1[nH]c(Br)c(Br)n1"""
"2451,""Nc1ncnc2n(cnc12)C3OC(COC4C(O)C(O)C(OC4CO)OC(C(O)C(O[P](O)(O)=O)C(O)C(O)=O)C(O)=O)C(O)C3O"""
"2452,""CCCCCCCCCCCCCN"""
"2453,""OCC1CCCO1"""
"2454,""[V]"""
"2455,""CCCCCCCCC(O)=O"""
"2456,""[Zn++].[O-][S]([O-])=O"""
"2457,""Clc1ccc(c(Cl)c1Cl)c2ccc(Cl)c(Cl)c2Cl"""
2458,NA
"2459,""Nc1ccc(cc1)[S](=O)(=O)Nc2sccn2"""
2460,NA
2461,NA
2462,NA
2463,NA
"2464,""CC(C)=C"""
"2465,""CC(C)(C)c1cc(O)ccc1O"""
2466,NA
"2467,""O=[P](c1ccccc1)(c2ccccc2)c3ccccc3"""
2468,NA
2469,NA
"2470,""C#CCN(CC#C)CC#C"""
"2471,""Cc1ccc(N)cc1N"""
2472,NA
"2473,""CCCCCC(C)OC(=O)COc1ccc(Cl)c2cccnc12"""
"2474,""[Cl-].CCCOC(=O)NCCC[NH+](C)C"""
"2475,""CO\N=C(C(=O)OC)\c1ccccc1CO\N=C(/C)c2cccc(c2)C(F)(F)F"""
2476,NA
"2477,""CC(C)NCC(O)COc1ccc(CC(N)=O)cc1"""
"2478,""CC(C)(C)c1ccc(OC2CCCCC2O[S](=O)OCC#C)cc1"""
"2479,""Brc1ccc(Oc2ccc(Br)cc2Br)c(Br)c1"""
"2480,""CN(C)c1ccc(cc1)N=Nc2ccc(cc2)N(C)C"""
2481,NA
"2482,""CN=C(NCC1CCOC1)N[N+]([O-])=O"""
"2483,""CCCCCC(C)=O"""
"2484,""CCN(CC)c1ccc(C=O)cc1"""
"2485,""[K+].[O-]c1c(Br)cc(cc1Br)C#N"""
"2486,""[Na+].CO[P]([S-])(=S)OC"""
"2487,""CC1=CC(=O)C=CC1=O"""
"2488,""CCCCSCCCC"""
"2489,""[NH4+].[NH4+].F[Si--](F)(F)(F)(F)F"""
"2490,""[Na+].COC1=NN(C(=O)[N-][S](=O)(=O)c2ccccc2OC(F)(F)F)C(=O)N1C"""
"2491,""COc1nc(C)nc(NC(=O)N[S](=O)(=O)c2ccccc2CCC(F)(F)F)n1"""
2492,NA
"2493,""C1COCO1"""
"2494,""OCCOC(=O)C=C"""
"2495,""CCCO[P](=O)(OCCC)Oc1ccc(SC)cc1"""
"2496,""CC(C)=CCC\C(C)=C\CCC(C)(O)C=C"""
"2497,""CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c3ccc(Cl)cc3"""
"2498,""CCCC(CC)(CCC)C(=O)NC"""
"2499,""[Cl]|[Pb](C)(C)C"""
2500,NA
"2501,""[Zn++].[O-]C([O-])=O"""
"2502,""COc1ccc2n(c(C)c(CC(O)=O)c2c1)C(=O)c3ccc(Cl)cc3"""
"2503,""[Br-].O[C@@H]1CCCNC1CC(=O)CN2C=Nc3cc(Br)c(Cl)cc3C2=O.[H+]"""
